State,Year,Month,Condition,BeneficiaryCount,PercentageOfBeneficiaries,DataQuality
Alabama,2022,202204,Acute respiratory distress syndrome,153,0.0,
Alabama,2022,202204,Bronchitis NOS,638,0.0,
Alabama,2022,202204,COVID-19 diagnosis,"1,365",0.1,
Alabama,2022,202204,Influenza,"3,546",0.3,
Alabama,2022,202204,Lower or acute respiratory infection,161,0.0,
Alabama,2022,202204,Pneumonia,"1,831",0.1,
Alabama,2022,202204,Respiratory infection NOS,"18,000",1.3,
Alabama,2022,202204,Suspected COVID-19 diagnosis,57,0.0,
Alabama,2022,202205,Acute bronchitis,"1,935",0.1,
Alabama,2022,202205,Acute respiratory distress syndrome,173,0.0,
Alabama,2022,202205,Bronchitis NOS,711,0.1,
Alabama,2022,202205,COVID-19 diagnosis,"1,937",0.1,
Alabama,2022,202205,Influenza,"2,345",0.2,
Alabama,2022,202205,Lower or acute respiratory infection,199,0.0,
Alabama,2022,202205,Pneumonia,"1,932",0.1,
Alabama,2022,202205,Respiratory infection NOS,"18,954",1.4,
Alabama,2022,202205,Suspected COVID-19 diagnosis,59,0.0,
Alabama,2022,202206,Acute bronchitis,"1,207",0.1,
Alabama,2022,202206,Acute respiratory distress syndrome,163,0.0,
Alabama,2022,202206,Bronchitis NOS,528,0.0,
Alabama,2022,202206,COVID-19 diagnosis,"4,810",0.3,
Alabama,2022,202206,Influenza,"1,174",0.1,
Alabama,2022,202206,Lower or acute respiratory infection,112,0.0,
Alabama,2022,202206,Pneumonia,"1,666",0.1,
Alabama,2022,202206,Respiratory infection NOS,"13,015",0.9,
Alabama,2022,202206,Suspected COVID-19 diagnosis,63,0.0,
Alabama,2022,202207,Acute bronchitis,"1,124",0.1,
Alabama,2022,202207,Acute respiratory distress syndrome,143,0.0,
Alabama,2022,202207,Bronchitis NOS,412,0.0,
Alabama,2022,202207,COVID-19 diagnosis,"10,342",0.7,
Alabama,2022,202207,Influenza,738,0.1,
Alabama,2022,202207,Lower or acute respiratory infection,97,0.0,
Alabama,2022,202207,Pneumonia,"1,571",0.1,
Alabama,2022,202207,Respiratory infection NOS,"12,107",0.9,
Alabama,2022,202207,Suspected COVID-19 diagnosis,112,0.0,
Alabama,2022,202208,Acute bronchitis,"2,084",0.1,
Alabama,2022,202208,Acute respiratory distress syndrome,140,0.0,
Alabama,2022,202208,Bronchitis NOS,698,0.0,
Alabama,2022,202208,COVID-19 diagnosis,"12,701",0.9,
Alabama,2022,202208,Influenza,"1,332",0.1,
Alabama,2022,202208,Lower or acute respiratory infection,212,0.0,
Alabama,2022,202208,Pneumonia,"1,704",0.1,
Alabama,2022,202208,Respiratory infection NOS,"27,159",1.9,
Alabama,2022,202208,Suspected COVID-19 diagnosis,154,0.0,
Alabama,2022,202209,Acute bronchitis,"2,752",0.2,
Alabama,2022,202209,Acute respiratory distress syndrome,157,0.0,
Alabama,2022,202209,Bronchitis NOS,867,0.1,
Alabama,2022,202209,COVID-19 diagnosis,"3,617",0.3,
Alabama,2022,202209,Influenza,"3,432",0.2,
Alabama,2022,202209,Lower or acute respiratory infection,283,0.0,
Alabama,2022,202209,Pneumonia,"2,092",0.1,
Alabama,2022,202209,Respiratory infection NOS,"30,016",2.1,
Alabama,2022,202209,Suspected COVID-19 diagnosis,62,0.0,
Alabama,2022,202210,Acute bronchitis,"3,309",0.2,
Alabama,2022,202210,Acute respiratory distress syndrome,160,0.0,
Alabama,2022,202210,Bronchitis NOS,"1,088",0.1,
Alabama,2022,202210,COVID-19 diagnosis,"1,904",0.1,
Alabama,2022,202210,Influenza,"38,011",2.7,
Alabama,2022,202210,Lower or acute respiratory infection,258,0.0,
Alabama,2022,202210,Pneumonia,"2,280",0.2,
Alabama,2022,202210,Respiratory infection NOS,"35,834",2.5,
Alabama,2022,202210,Suspected COVID-19 diagnosis,55,0.0,
Alabama,2022,202211,Acute bronchitis,"3,357",0.2,
Alabama,2022,202211,Acute respiratory distress syndrome,160,0.0,
Alabama,2022,202211,Bronchitis NOS,"1,006",0.1,
Alabama,2022,202211,COVID-19 diagnosis,"2,036",0.1,
Alabama,2022,202211,Influenza,"42,410",3.0,
Alabama,2022,202211,Lower or acute respiratory infection,236,0.0,
Alabama,2022,202211,Pneumonia,"2,448",0.2,
Alabama,2022,202211,Respiratory infection NOS,"33,973",2.4,
Alabama,2022,202211,Suspected COVID-19 diagnosis,73,0.0,
Alabama,2022,202212,Acute bronchitis,"2,467",0.2,
Alabama,2022,202212,Acute respiratory distress syndrome,170,0.0,
Alabama,2022,202212,Bronchitis NOS,875,0.1,
Alabama,2022,202212,COVID-19 diagnosis,"3,582",0.2,
Alabama,2022,202212,Influenza,"9,376",0.7,
Alabama,2022,202212,Lower or acute respiratory infection,207,0.0,
Alabama,2022,202212,Pneumonia,"2,279",0.2,
Alabama,2022,202212,Respiratory infection NOS,"25,769",1.8,
Alabama,2022,202212,Suspected COVID-19 diagnosis,64,0.0,
Alaska,2018,201801,Acute bronchitis,524,0.2,
Alaska,2018,201801,Acute respiratory distress syndrome,52,0.0,
Alaska,2018,201801,Bronchitis NOS,326,0.2,
Alaska,2018,201801,COVID-19 diagnosis,0,0.0,
Alaska,2018,201801,Influenza,497,0.2,
Alaska,2018,201801,Lower or acute respiratory infection,32,0.0,
Alaska,2018,201801,Pneumonia,619,0.3,
Alaska,2018,201801,Respiratory infection NOS,"2,511",1.2,
Alaska,2018,201801,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2018,201802,Acute bronchitis,514,0.2,
Alaska,2018,201802,Acute respiratory distress syndrome,47,0.0,
Alaska,2018,201802,Bronchitis NOS,312,0.1,
Alaska,2018,201802,COVID-19 diagnosis,0,0.0,
Alaska,2018,201802,Influenza,992,0.5,
Alaska,2018,201802,Lower or acute respiratory infection,24,0.0,
Alaska,2018,201802,Pneumonia,648,0.3,
Alaska,2018,201802,Respiratory infection NOS,"2,655",1.2,
Alaska,2018,201802,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2018,201803,Acute bronchitis,524,0.2,
Alaska,2018,201803,Acute respiratory distress syndrome,66,0.0,
Alaska,2018,201803,Bronchitis NOS,366,0.2,
Alaska,2018,201803,COVID-19 diagnosis,0,0.0,
Alaska,2018,201803,Influenza,"1,175",0.5,
Alaska,2018,201803,Lower or acute respiratory infection,21,0.0,
Alaska,2018,201803,Pneumonia,803,0.4,
Alaska,2018,201803,Respiratory infection NOS,"2,581",1.2,
Alaska,2018,201803,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2018,201804,Acute bronchitis,430,0.2,
Alaska,2018,201804,Acute respiratory distress syndrome,52,0.0,
Alaska,2018,201804,Bronchitis NOS,331,0.2,
Alaska,2018,201804,COVID-19 diagnosis,0,0.0,
Alaska,2018,201804,Influenza,790,0.4,
Alaska,2018,201804,Lower or acute respiratory infection,16,0.0,
Alaska,2018,201804,Pneumonia,713,0.3,
Alaska,2018,201804,Respiratory infection NOS,"2,348",1.1,
Alaska,2018,201804,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2018,201805,Acute bronchitis,404,0.2,
Alaska,2018,201805,Acute respiratory distress syndrome,47,0.0,
Alaska,2018,201805,Bronchitis NOS,296,0.1,
Alaska,2018,201805,COVID-19 diagnosis,0,0.0,
Alaska,2018,201805,Influenza,123,0.1,
Alaska,2018,201805,Lower or acute respiratory infection,17,0.0,
Alaska,2018,201805,Pneumonia,618,0.3,
Alaska,2018,201805,Respiratory infection NOS,"2,004",0.9,
Alaska,2018,201805,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2018,201806,Acute bronchitis,293,0.1,
Alaska,2018,201806,Acute respiratory distress syndrome,37,0.0,
Alaska,2018,201806,Bronchitis NOS,204,0.1,
Alaska,2018,201806,COVID-19 diagnosis,0,0.0,
Alaska,2018,201806,Influenza,25,0.0,
Alaska,2018,201806,Lower or acute respiratory infection,12,0.0,
Alaska,2018,201806,Pneumonia,435,0.2,
Alaska,2018,201806,Respiratory infection NOS,"1,214",0.6,
Alaska,2018,201806,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2018,201807,Acute bronchitis,237,0.1,
Alaska,2018,201807,Acute respiratory distress syndrome,33,0.0,
Alaska,2018,201807,Bronchitis NOS,165,0.1,
Alaska,2018,201807,COVID-19 diagnosis,0,0.0,
Alaska,2018,201807,Influenza,20,0.0,
Alaska,2018,201807,Lower or acute respiratory infection,DS,DS,
Alaska,2018,201807,Pneumonia,361,0.2,
Alaska,2018,201807,Respiratory infection NOS,968,0.4,
Alaska,2018,201807,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2018,201808,Acute bronchitis,292,0.1,
Alaska,2018,201808,Acute respiratory distress syndrome,31,0.0,
Alaska,2018,201808,Bronchitis NOS,215,0.1,
Alaska,2018,201808,COVID-19 diagnosis,0,0.0,
Alaska,2018,201808,Influenza,19,0.0,
Alaska,2018,201808,Lower or acute respiratory infection,DS,DS,
Alaska,2018,201808,Pneumonia,411,0.2,
Alaska,2018,201808,Respiratory infection NOS,"1,261",0.6,
Alaska,2018,201808,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2018,201809,Acute bronchitis,435,0.2,
Alaska,2018,201809,Acute respiratory distress syndrome,31,0.0,
Alaska,2018,201809,Bronchitis NOS,295,0.1,
Alaska,2018,201809,COVID-19 diagnosis,0,0.0,
Alaska,2018,201809,Influenza,41,0.0,
Alaska,2018,201809,Lower or acute respiratory infection,15,0.0,
Alaska,2018,201809,Pneumonia,451,0.2,
Alaska,2018,201809,Respiratory infection NOS,"1,939",0.9,
Alaska,2018,201809,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2018,201810,Acute bronchitis,392,0.2,
Alaska,2018,201810,Acute respiratory distress syndrome,39,0.0,
Alaska,2018,201810,Bronchitis NOS,299,0.1,
Alaska,2018,201810,COVID-19 diagnosis,0,0.0,
Alaska,2018,201810,Influenza,60,0.0,
Alaska,2018,201810,Lower or acute respiratory infection,15,0.0,
Alaska,2018,201810,Pneumonia,463,0.2,
Alaska,2018,201810,Respiratory infection NOS,"2,060",0.9,
Alaska,2018,201810,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2018,201811,Acute bronchitis,353,0.2,
Alaska,2018,201811,Acute respiratory distress syndrome,27,0.0,
Alaska,2018,201811,Bronchitis NOS,236,0.1,
Alaska,2018,201811,COVID-19 diagnosis,0,0.0,
Alaska,2018,201811,Influenza,76,0.0,
Alaska,2018,201811,Lower or acute respiratory infection,17,0.0,
Alaska,2018,201811,Pneumonia,464,0.2,
Alaska,2018,201811,Respiratory infection NOS,"2,174",1.0,
Alaska,2018,201811,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2018,201812,Acute bronchitis,313,0.1,
Alaska,2018,201812,Acute respiratory distress syndrome,48,0.0,
Alaska,2018,201812,Bronchitis NOS,251,0.1,
Alaska,2018,201812,COVID-19 diagnosis,0,0.0,
Alaska,2018,201812,Influenza,81,0.0,
Alaska,2018,201812,Lower or acute respiratory infection,17,0.0,
Alaska,2018,201812,Pneumonia,479,0.2,
Alaska,2018,201812,Respiratory infection NOS,"1,978",0.9,
Alaska,2018,201812,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2019,201901,Acute bronchitis,401,0.2,
Alaska,2019,201901,Acute respiratory distress syndrome,44,0.0,
Alaska,2019,201901,Bronchitis NOS,291,0.1,
Alaska,2019,201901,COVID-19 diagnosis,0,0.0,
Alaska,2019,201901,Influenza,851,0.4,
Alaska,2019,201901,Lower or acute respiratory infection,19,0.0,
Alaska,2019,201901,Pneumonia,597,0.3,
Alaska,2019,201901,Respiratory infection NOS,"2,630",1.2,
Alaska,2019,201901,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2019,201902,Acute bronchitis,513,0.2,
Alaska,2019,201902,Acute respiratory distress syndrome,64,0.0,
Alaska,2019,201902,Bronchitis NOS,314,0.1,
Alaska,2019,201902,COVID-19 diagnosis,0,0.0,
Alaska,2019,201902,Influenza,"2,593",1.2,
Alaska,2019,201902,Lower or acute respiratory infection,22,0.0,
Alaska,2019,201902,Pneumonia,618,0.3,
Alaska,2019,201902,Respiratory infection NOS,"2,813",1.3,
Alaska,2019,201902,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2019,201903,Acute bronchitis,450,0.2,
Alaska,2019,201903,Acute respiratory distress syndrome,62,0.0,
Alaska,2019,201903,Bronchitis NOS,278,0.1,
Alaska,2019,201903,COVID-19 diagnosis,0,0.0,
Alaska,2019,201903,Influenza,"1,106",0.5,
Alaska,2019,201903,Lower or acute respiratory infection,20,0.0,
Alaska,2019,201903,Pneumonia,575,0.3,
Alaska,2019,201903,Respiratory infection NOS,"2,231",1.0,
Alaska,2019,201903,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2019,201904,Acute bronchitis,429,0.2,
Alaska,2019,201904,Acute respiratory distress syndrome,47,0.0,
Alaska,2019,201904,Bronchitis NOS,267,0.1,
Alaska,2019,201904,COVID-19 diagnosis,0,0.0,
Alaska,2019,201904,Influenza,184,0.1,
Alaska,2019,201904,Lower or acute respiratory infection,13,0.0,
Alaska,2019,201904,Pneumonia,590,0.3,
Alaska,2019,201904,Respiratory infection NOS,"2,415",1.1,
Alaska,2019,201904,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2019,201905,Acute bronchitis,433,0.2,
Alaska,2019,201905,Acute respiratory distress syndrome,41,0.0,
Alaska,2019,201905,Bronchitis NOS,255,0.1,
Alaska,2019,201905,COVID-19 diagnosis,0,0.0,
Alaska,2019,201905,Influenza,90,0.0,
Alaska,2019,201905,Lower or acute respiratory infection,28,0.0,
Alaska,2019,201905,Pneumonia,630,0.3,
Alaska,2019,201905,Respiratory infection NOS,"2,164",1.0,
Alaska,2019,201905,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2019,201906,Acute bronchitis,258,0.1,
Alaska,2019,201906,Acute respiratory distress syndrome,35,0.0,
Alaska,2019,201906,Bronchitis NOS,184,0.1,
Alaska,2019,201906,COVID-19 diagnosis,0,0.0,
Alaska,2019,201906,Influenza,80,0.0,
Alaska,2019,201906,Lower or acute respiratory infection,11,0.0,
Alaska,2019,201906,Pneumonia,462,0.2,
Alaska,2019,201906,Respiratory infection NOS,"1,089",0.5,
Alaska,2019,201906,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2019,201907,Acute bronchitis,202,0.1,
Alaska,2019,201907,Acute respiratory distress syndrome,29,0.0,
Alaska,2019,201907,Bronchitis NOS,146,0.1,
Alaska,2019,201907,COVID-19 diagnosis,0,0.0,
Alaska,2019,201907,Influenza,40,0.0,
Alaska,2019,201907,Lower or acute respiratory infection,DS,DS,
Alaska,2019,201907,Pneumonia,394,0.2,
Alaska,2019,201907,Respiratory infection NOS,842,0.4,
Alaska,2019,201907,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2019,201908,Acute bronchitis,249,0.1,
Alaska,2019,201908,Acute respiratory distress syndrome,17,0.0,
Alaska,2019,201908,Bronchitis NOS,229,0.1,
Alaska,2019,201908,COVID-19 diagnosis,0,0.0,
Alaska,2019,201908,Influenza,33,0.0,
Alaska,2019,201908,Lower or acute respiratory infection,16,0.0,
Alaska,2019,201908,Pneumonia,406,0.2,
Alaska,2019,201908,Respiratory infection NOS,"1,221",0.5,
Alaska,2019,201908,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2019,201909,Acute bronchitis,393,0.2,
Alaska,2019,201909,Acute respiratory distress syndrome,24,0.0,
Alaska,2019,201909,Bronchitis NOS,304,0.1,
Alaska,2019,201909,COVID-19 diagnosis,0,0.0,
Alaska,2019,201909,Influenza,58,0.0,
Alaska,2019,201909,Lower or acute respiratory infection,18,0.0,
Alaska,2019,201909,Pneumonia,542,0.2,
Alaska,2019,201909,Respiratory infection NOS,"2,221",1.0,
Alaska,2019,201909,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2019,201910,Acute bronchitis,383,0.2,
Alaska,2019,201910,Acute respiratory distress syndrome,22,0.0,
Alaska,2019,201910,Bronchitis NOS,291,0.1,
Alaska,2019,201910,COVID-19 diagnosis,0,0.0,
Alaska,2019,201910,Influenza,69,0.0,
Alaska,2019,201910,Lower or acute respiratory infection,19,0.0,
Alaska,2019,201910,Pneumonia,471,0.2,
Alaska,2019,201910,Respiratory infection NOS,"2,145",0.9,
Alaska,2019,201910,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2019,201911,Acute bronchitis,326,0.1,
Alaska,2019,201911,Acute respiratory distress syndrome,21,0.0,
Alaska,2019,201911,Bronchitis NOS,231,0.1,
Alaska,2019,201911,COVID-19 diagnosis,0,0.0,
Alaska,2019,201911,Influenza,360,0.2,
Alaska,2019,201911,Lower or acute respiratory infection,19,0.0,
Alaska,2019,201911,Pneumonia,477,0.2,
Alaska,2019,201911,Respiratory infection NOS,"2,062",0.9,
Alaska,2019,201911,Suspected COVID-19 diagnosis,0,0.0,
Alaska,2019,201912,Acute bronchitis,378,0.2,
Alaska,2019,201912,Acute respiratory distress syndrome,30,0.0,
Alaska,2019,201912,Bronchitis NOS,298,0.1,
Alaska,2019,201912,COVID-19 diagnosis,0,0.0,
Alaska,2019,201912,Influenza,"1,872",0.8,
Alaska,2019,201912,Lower or acute respiratory infection,20,0.0,
Alaska,2019,201912,Pneumonia,609,0.3,
Alaska,2019,201912,Respiratory infection NOS,"2,699",1.2,
Alaska,2019,201912,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202001,Acute bronchitis,363,0.2,
Alaska,2020,202001,Acute respiratory distress syndrome,21,0.0,
Alaska,2020,202001,Bronchitis NOS,339,0.1,
Alaska,2020,202001,COVID-19 diagnosis,0,0.0,
Alaska,2020,202001,Influenza,"1,535",0.7,
Alaska,2020,202001,Lower or acute respiratory infection,24,0.0,
Alaska,2020,202001,Pneumonia,684,0.3,
Alaska,2020,202001,Respiratory infection NOS,"2,622",1.1,
Alaska,2020,202001,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202002,Acute bronchitis,328,0.1,
Alaska,2020,202002,Acute respiratory distress syndrome,56,0.0,
Alaska,2020,202002,Bronchitis NOS,282,0.1,
Alaska,2020,202002,COVID-19 diagnosis,0,0.0,
Alaska,2020,202002,Influenza,849,0.4,
Alaska,2020,202002,Lower or acute respiratory infection,21,0.0,
Alaska,2020,202002,Pneumonia,680,0.3,
Alaska,2020,202002,Respiratory infection NOS,"2,557",1.1,
Alaska,2020,202002,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202003,Acute bronchitis,278,0.1,
Alaska,2020,202003,Acute respiratory distress syndrome,42,0.0,
Alaska,2020,202003,Bronchitis NOS,261,0.1,
Alaska,2020,202003,COVID-19 diagnosis,0,0.0,
Alaska,2020,202003,Influenza,427,0.2,
Alaska,2020,202003,Lower or acute respiratory infection,25,0.0,
Alaska,2020,202003,Pneumonia,544,0.2,
Alaska,2020,202003,Respiratory infection NOS,"2,385",1.0,
Alaska,2020,202003,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202004,Acute bronchitis,109,0.0,
Alaska,2020,202004,Acute respiratory distress syndrome,18,0.0,
Alaska,2020,202004,Bronchitis NOS,73,0.0,
Alaska,2020,202004,COVID-19 diagnosis,35,0.0,
Alaska,2020,202004,Influenza,17,0.0,
Alaska,2020,202004,Lower or acute respiratory infection,13,0.0,
Alaska,2020,202004,Pneumonia,239,0.1,
Alaska,2020,202004,Respiratory infection NOS,490,0.2,
Alaska,2020,202004,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202005,Acute bronchitis,77,0.0,
Alaska,2020,202005,Acute respiratory distress syndrome,16,0.0,
Alaska,2020,202005,Bronchitis NOS,61,0.0,
Alaska,2020,202005,COVID-19 diagnosis,42,0.0,
Alaska,2020,202005,Influenza,12,0.0,
Alaska,2020,202005,Lower or acute respiratory infection,DS,DS,
Alaska,2020,202005,Pneumonia,216,0.1,
Alaska,2020,202005,Respiratory infection NOS,264,0.1,
Alaska,2020,202005,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202006,Acute bronchitis,46,0.0,
Alaska,2020,202006,Acute respiratory distress syndrome,DS,DS,
Alaska,2020,202006,Bronchitis NOS,48,0.0,
Alaska,2020,202006,COVID-19 diagnosis,126,0.1,
Alaska,2020,202006,Influenza,13,0.0,
Alaska,2020,202006,Lower or acute respiratory infection,DS,DS,
Alaska,2020,202006,Pneumonia,197,0.1,
Alaska,2020,202006,Respiratory infection NOS,321,0.1,
Alaska,2020,202006,Suspected COVID-19 diagnosis,16,0.0,
Alaska,2020,202007,Acute bronchitis,70,0.0,
Alaska,2020,202007,Acute respiratory distress syndrome,19,0.0,
Alaska,2020,202007,Bronchitis NOS,61,0.0,
Alaska,2020,202007,COVID-19 diagnosis,314,0.1,
Alaska,2020,202007,Influenza,13,0.0,
Alaska,2020,202007,Lower or acute respiratory infection,DS,DS,
Alaska,2020,202007,Pneumonia,273,0.1,
Alaska,2020,202007,Respiratory infection NOS,455,0.2,
Alaska,2020,202007,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202008,Acute bronchitis,73,0.0,
Alaska,2020,202008,Acute respiratory distress syndrome,24,0.0,
Alaska,2020,202008,Bronchitis NOS,61,0.0,
Alaska,2020,202008,COVID-19 diagnosis,404,0.2,
Alaska,2020,202008,Influenza,12,0.0,
Alaska,2020,202008,Lower or acute respiratory infection,DS,DS,
Alaska,2020,202008,Pneumonia,252,0.1,
Alaska,2020,202008,Respiratory infection NOS,411,0.2,
Alaska,2020,202008,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202009,Acute bronchitis,103,0.0,
Alaska,2020,202009,Acute respiratory distress syndrome,24,0.0,
Alaska,2020,202009,Bronchitis NOS,62,0.0,
Alaska,2020,202009,COVID-19 diagnosis,590,0.2,
Alaska,2020,202009,Influenza,11,0.0,
Alaska,2020,202009,Lower or acute respiratory infection,DS,DS,
Alaska,2020,202009,Pneumonia,275,0.1,
Alaska,2020,202009,Respiratory infection NOS,692,0.3,
Alaska,2020,202009,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202010,Acute bronchitis,109,0.0,
Alaska,2020,202010,Acute respiratory distress syndrome,35,0.0,
Alaska,2020,202010,Bronchitis NOS,63,0.0,
Alaska,2020,202010,COVID-19 diagnosis,"1,250",0.5,
Alaska,2020,202010,Influenza,16,0.0,
Alaska,2020,202010,Lower or acute respiratory infection,DS,DS,
Alaska,2020,202010,Pneumonia,305,0.1,
Alaska,2020,202010,Respiratory infection NOS,807,0.3,
Alaska,2020,202010,Suspected COVID-19 diagnosis,DS,DS,
Alaska,2020,202011,Acute bronchitis,72,0.0,
Alaska,2020,202011,Acute respiratory distress syndrome,22,0.0,
Alaska,2020,202011,Bronchitis NOS,52,0.0,
Alaska,2020,202011,COVID-19 diagnosis,"1,621",0.7,
Alaska,2020,202011,Influenza,11,0.0,
